date,CashfromOperatingActivity ,CashfromInvestingActivity ,CashfromFinancingActivity ,NetCashFlow
2014-03-01,43261.0,-73070.0,13713.0,-16096.0
2015-03-01,34374.0,-64706.0,8444.0,-21888.0
2016-03-01,38134.0,-36186.0,-3210.0,-1262.0
2017-03-01,49550.0,-66201.0,8617.0,-8034.0
2018-03-01,71459.0,-68192.0,-2001.0,1266.0
2019-03-01,42346.0,-94507.0,55906.0,3745.0
2020-03-01,94877.0,-72497.0,-2541.0,19839.0
2021-03-01,26958.0,-142385.0,101904.0,-13523.0
2022-03-01,110654.0,-109162.0,17289.0,18781.0
2023-03-01,115032.0,-93001.0,10455.0,32486.0
2024-03-01,158788.0,-113581.0,-16646.0,28561.0
2025-03-01,178703.0,-137535.0,-31891.0,9277.0
