date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,74001.0,63830.0,10170.0,0.14,773.0,2954.0,2170.0,5820.0,0.26,5154.0,37.89,0.18
2015-03-01,71448.0,62655.0,8793.0,0.12,800.0,3157.0,2124.0,4313.0,0.4,3381.0,25.26,0.23
2016-03-01,75841.0,65759.0,10082.0,0.13,1399.0,3368.0,2442.0,5672.0,0.37,3554.0,25.35,0.21
2017-03-01,83773.0,73038.0,10735.0,0.13,2077.0,3648.0,2813.0,6350.0,0.36,4051.0,29.77,0.22
2018-03-01,92094.0,78868.0,13226.0,0.14,4366.0,3987.0,3280.0,10326.0,0.23,7958.0,60.41,0.11
2019-03-01,104721.0,89514.0,15207.0,0.15,2676.0,5021.0,3991.0,8871.0,0.32,6017.0,42.76,0.17
2020-03-01,75382.0,65224.0,10158.0,0.13,885.0,6021.0,3367.0,1655.0,1.19,-321.0,1.02,2.05
2021-03-01,74278.0,62791.0,11487.0,0.15,1152.0,6102.0,3378.0,3158.0,0.52,1512.0,14.58,0.54
2022-03-01,90171.0,75488.0,14683.0,0.16,3204.0,5018.0,3508.0,9362.0,0.23,7253.0,52.91,0.2
2023-03-01,121269.0,100983.0,20285.0,0.17,3961.0,5830.0,4357.0,14060.0,0.19,11374.0,82.68,0.18
2024-03-01,139078.0,114186.0,24892.0,0.18,3298.0,7488.0,4724.0,15978.0,0.23,12270.0,90.62,0.21
2025-03-01,159211.0,128693.0,30518.0,0.19,3718.0,9083.0,6074.0,19080.0,0.26,14073.0,103.97,0.22
TTM,186334.0,151095.0,35239.0,0.19,4647.0,9580.0,7408.0,22897.0,0.0,16904.0,126.47,0.0
