date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,2665.0,2441.0,224.0,0.08,21.0,118.0,110.0,17.0,0.52,8.0,0.35,-0.0
2015-03-01,2987.0,2859.0,128.0,0.04,13.0,102.0,116.0,-76.0,-0.24,-58.0,-2.37,-0.0
2016-03-01,2757.0,2342.0,414.0,0.15,-130.0,67.0,110.0,108.0,0.07,100.0,4.09,-0.0
2017-03-01,3460.0,2557.0,903.0,0.26,-8.0,55.0,105.0,735.0,0.19,593.0,25.23,0.14
2018-03-01,4343.0,3888.0,454.0,0.1,38.0,52.0,95.0,345.0,0.33,232.0,10.14,0.25
2019-03-01,4286.0,3595.0,691.0,0.16,47.0,41.0,96.0,602.0,0.04,576.0,25.21,0.1
2020-03-01,4741.0,4059.0,682.0,0.14,52.0,64.0,101.0,568.0,0.09,519.0,23.61,0.11
2021-03-01,4812.0,4098.0,714.0,0.15,47.0,39.0,112.0,609.0,0.21,480.0,22.85,0.11
2022-03-01,4846.0,4139.0,707.0,0.15,36.0,31.0,114.0,599.0,0.22,465.0,22.77,0.11
2023-03-01,4666.0,4144.0,522.0,0.11,65.0,49.0,130.0,408.0,0.3,284.0,14.09,0.18
2024-03-01,5594.0,4808.0,786.0,0.14,206.0,84.0,166.0,742.0,0.28,534.0,26.49,0.11
2025-03-01,5415.0,4705.0,711.0,0.13,118.0,93.0,173.0,562.0,0.22,437.0,21.64,0.14
TTM,6171.0,5349.0,822.0,0.13,72.0,82.0,176.0,636.0,0.0,448.0,22.19,0.0
