date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,85054.0,70968.0,14086.0,0.17,1337.0,6494.0,1446.0,7483.0,0.35,4885.0,35.41,0.27
2015-03-01,91929.0,76245.0,15684.0,0.17,1422.0,7266.0,2623.0,7217.0,0.31,4966.0,34.17,0.32
2016-03-01,101122.0,85637.0,15486.0,0.15,1219.0,6899.0,1787.0,8020.0,0.3,4592.0,30.64,0.4
2017-03-01,109312.0,92691.0,16620.0,0.15,1466.0,6829.0,2370.0,8887.0,0.23,6486.0,43.17,0.22
2018-03-01,119683.0,99572.0,20111.0,0.17,1465.0,7714.0,2223.0,11639.0,0.27,8004.0,52.59,0.3
2019-03-01,135220.0,112354.0,22866.0,0.17,2701.0,9339.0,1923.0,14305.0,0.28,10217.0,63.48,0.28
2020-03-01,145452.0,120899.0,24553.0,0.17,3015.0,11021.0,2462.0,14086.0,0.23,10894.0,68.02,0.26
2021-03-01,135979.0,112519.0,23460.0,0.17,8111.0,11750.0,2904.0,16918.0,0.24,12921.0,82.47,0.44
2022-03-01,156521.0,132207.0,24314.0,0.16,2364.0,9235.0,2948.0,14495.0,0.29,10419.0,61.7,0.36
2023-03-01,183341.0,156175.0,27166.0,0.15,2891.0,9445.0,3502.0,17109.0,0.26,12531.0,74.5,0.32
2024-03-01,221113.0,192355.0,28758.0,0.13,4953.0,9512.0,3682.0,20517.0,0.24,15547.0,95.0,0.36
2025-03-01,255734.0,221399.0,34335.0,0.13,3289.0,9925.0,4121.0,23579.0,0.25,17673.0,109.35,0.31
TTM,277504.0,241901.0,35603.0,0.13,4448.0,9775.0,4249.0,26027.0,0.0,18977.0,118.18,0.0
