date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,28331.0,23416.0,4915.0,0.17,576.0,447.0,1457.0,3586.0,0.2,2954.0,43.66,0.09
2015-03-01,31734.0,26590.0,5144.0,0.16,530.0,667.0,1563.0,3443.0,0.3,2582.0,36.75,0.09
2016-03-01,34487.0,28576.0,5911.0,0.17,1320.0,718.0,1834.0,4679.0,0.26,3455.0,51.15,0.09
2017-03-01,36068.0,28682.0,7387.0,0.2,1076.0,702.0,1808.0,5952.0,0.29,4246.0,65.64,0.08
2018-03-01,55894.0,44281.0,11612.0,0.21,410.0,3663.0,2724.0,5635.0,0.35,3688.0,39.43,0.15
2019-03-01,77200.0,60560.0,16640.0,0.22,-1846.0,6060.0,3571.0,5163.0,0.47,2745.0,24.91,0.27
2020-03-01,68252.0,57880.0,10373.0,0.15,7076.0,6890.0,4004.0,6554.0,-0.01,6639.0,64.9,0.06
2021-03-01,76404.0,57769.0,18635.0,0.24,1130.0,5723.0,4033.0,10009.0,0.3,6987.0,63.3,0.14
2022-03-01,95701.0,75270.0,20431.0,0.21,1648.0,4776.0,4161.0,13143.0,0.15,11206.0,110.96,0.09
2023-03-01,117627.0,96038.0,21589.0,0.18,3733.0,6044.0,4552.0,14727.0,0.25,11078.0,100.33,0.1
2024-03-01,130978.0,103783.0,27195.0,0.21,783.0,9277.0,5001.0,13700.0,0.28,9926.0,85.42,0.12
2025-03-01,148478.0,120216.0,28262.0,0.19,1517.0,12500.0,6454.0,10825.0,0.28,7756.0,54.46,0.18
TTM,159663.0,127616.0,32048.0,0.2,1646.0,13897.0,7148.0,12648.0,0.0,8973.0,63.41,0.0
