date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,6023.0,1531.0,4491.0,0.75,3.0,1562.0,31.0,2902.0,0.24,2191.0,9.71,0.02
2015-03-01,11335.0,5823.0,5511.0,0.49,8.0,2230.0,38.0,3251.0,0.26,2409.0,10.62,0.02
2016-03-01,20533.0,13795.0,6739.0,0.33,0.0,2877.0,58.0,3804.0,0.27,2775.0,11.71,0.01
2017-03-01,24507.0,15794.0,8713.0,0.36,0.0,3716.0,73.0,4925.0,0.3,3450.0,14.21,0.01
2018-03-01,32862.0,22074.0,10788.0,0.33,1.0,4531.0,160.0,6099.0,0.32,4176.0,16.65,0.01
2019-03-01,42605.0,27569.0,15037.0,0.35,2.0,6657.0,226.0,8155.0,0.34,5374.0,20.23,0.01
2020-03-01,54351.0,36094.0,18258.0,0.34,0.0,9500.0,457.0,8302.0,0.28,5994.0,21.17,0.02
2021-03-01,60592.0,40950.0,19641.0,0.32,-7.0,9274.0,498.0,9862.0,0.25,7367.0,28.09,0.01
2022-03-01,68406.0,46951.0,21455.0,0.31,8.0,9629.0,563.0,11271.0,0.26,8314.0,28.63,0.01
2023-03-01,82072.0,52204.0,29868.0,0.36,1.0,12380.0,678.0,16811.0,0.27,12210.0,40.29,0.02
2024-03-01,110382.0,69497.0,40886.0,0.37,-4.0,18607.0,900.0,21375.0,0.27,15595.0,51.07,0.02
2025-03-01,133822.0,84298.0,49524.0,0.37,-18.0,24587.0,1170.0,23748.0,0.26,17558.0,55.57,0.02
TTM,149145.0,94186.0,54959.0,0.37,-352.0,27337.0,1314.0,25957.0,0.0,19200.0,60.59,0.0
