date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,43424.0,33788.0,9635.0,0.22,1922.0,383.0,1060.0,10114.0,0.21,7991.0,6.04,0.25
2015-03-01,46951.0,36652.0,10299.0,0.22,2450.0,350.0,1175.0,11224.0,0.22,8714.0,6.58,0.34
2016-03-01,51244.0,40448.0,10796.0,0.21,2752.0,558.0,1496.0,11494.0,0.22,8957.0,6.76,0.17
2017-03-01,55448.0,44128.0,11321.0,0.2,2623.0,594.0,2310.0,11039.0,0.23,8518.0,6.55,0.06
2018-03-01,54487.0,44100.0,10387.0,0.19,2550.0,583.0,2112.0,10242.0,0.22,8003.0,6.63,0.06
2019-03-01,59019.0,47406.0,11613.0,0.2,2614.0,738.0,1947.0,11542.0,0.22,9018.0,7.46,0.07
2020-03-01,61138.0,48795.0,12342.0,0.2,2728.0,733.0,2086.0,12252.0,0.2,9772.0,8.51,0.06
2021-03-01,61935.0,47164.0,14771.0,0.24,2404.0,509.0,2763.0,13903.0,0.22,10868.0,9.85,0.05
2022-03-01,79312.0,62628.0,16684.0,0.21,2067.0,532.0,3078.0,15141.0,0.19,12243.0,11.15,0.27
2023-03-01,90488.0,73649.0,16839.0,0.19,2275.0,1008.0,3340.0,14766.0,0.23,11366.0,10.34,0.05
2024-03-01,89760.0,73008.0,16752.0,0.19,2631.0,1255.0,3407.0,14721.0,0.25,11112.0,10.57,0.05
2025-03-01,89088.0,71067.0,18021.0,0.2,3909.0,1477.0,2958.0,17496.0,0.24,13218.0,12.54,0.48
TTM,90892.0,73366.0,17526.0,0.19,4260.0,1464.0,2904.0,17418.0,0.0,13332.0,12.66,0.0
