date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,10173.0,8026.0,2147.0,0.21,251.0,146.0,373.0,1880.0,0.25,1404.0,17.29,0.12
2015-03-01,11345.0,9183.0,2163.0,0.19,164.0,168.0,505.0,1654.0,0.24,1229.0,14.71,0.14
2016-03-01,13790.0,11310.0,2480.0,0.18,208.0,207.0,754.0,1727.0,0.19,1383.0,16.93,0.12
2017-03-01,14394.0,11898.0,2496.0,0.17,208.0,159.0,1323.0,1222.0,0.15,1035.0,12.51,0.16
2018-03-01,15156.0,12329.0,2826.0,0.19,280.0,114.0,1323.0,1669.0,0.15,1417.0,17.52,0.17
2019-03-01,16362.0,13265.0,3097.0,0.19,477.0,168.0,1326.0,2079.0,0.27,1492.0,18.96,0.16
2020-03-01,17132.0,13926.0,3206.0,0.19,344.0,197.0,1175.0,2178.0,0.29,1500.0,19.18,0.21
2021-03-01,19160.0,14907.0,4252.0,0.22,266.0,161.0,1068.0,3290.0,0.27,2389.0,29.82,0.17
2022-03-01,21763.0,17211.0,4553.0,0.21,99.0,106.0,1052.0,3493.0,0.27,2547.0,31.19,0.16
2023-03-01,22753.0,17726.0,5027.0,0.22,293.0,110.0,1172.0,4038.0,0.3,2833.0,34.71,0.24
2024-03-01,25774.0,19483.0,6291.0,0.24,552.0,90.0,1051.0,5702.0,0.27,4154.0,51.05,0.25
2025-03-01,27548.0,20420.0,7128.0,0.26,862.0,62.0,1107.0,6821.0,0.22,5269.0,65.28,0.25
TTM,28351.0,21886.0,6466.0,0.23,747.0,55.0,1137.0,6021.0,0.0,4533.0,56.29,0.0
