date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,148614.0,132430.0,16184.0,0.11,716.0,4337.0,5841.0,6722.0,0.45,3665.0,3.19,0.27
2015-03-01,139504.0,136095.0,3409.0,0.02,5994.0,4848.0,5944.0,-1388.0,1.85,-3939.0,-3.48,-0.2
2016-03-01,101965.0,102590.0,-625.0,-0.01,10346.0,4221.0,5306.0,193.0,3.58,-497.0,-0.34,-2.03
2017-03-01,112299.0,99156.0,13144.0,0.12,-3789.0,5072.0,5673.0,-1391.0,2.0,-4169.0,-3.76,-0.23
2018-03-01,123249.0,101816.0,21433.0,0.17,10898.0,5455.0,5742.0,21135.0,0.16,17743.0,11.93,0.09
2019-03-01,157669.0,128351.0,29318.0,0.19,1524.0,7660.0,7342.0,15841.0,0.42,9122.0,9.07,0.15
2020-03-01,139817.0,122354.0,17463.0,0.12,-2884.0,7533.0,8441.0,-1395.0,-1.84,1174.0,1.38,0.74
2021-03-01,156294.0,125790.0,30504.0,0.2,180.0,7607.0,9234.0,13844.0,0.41,8190.0,6.26,0.4
2022-03-01,243959.0,180469.0,63490.0,0.26,1300.0,5462.0,9101.0,50227.0,0.17,41749.0,32.88,0.16
2023-03-01,243353.0,211053.0,32300.0,0.13,1569.0,6299.0,9335.0,18235.0,0.56,8075.0,7.17,0.5
2024-03-01,229171.0,206923.0,22248.0,0.1,-6005.0,7508.0,9882.0,-1147.0,3.28,-4910.0,-3.55,-1.01
2025-03-01,218543.0,193244.0,25298.0,0.12,877.0,7341.0,10421.0,8413.0,0.62,3174.0,2.74,1.31
TTM,221734.0,192947.0,28787.0,0.13,521.0,7220.0,10926.0,11161.0,0.0,6687.0,5.44,0.0
