date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,16080.0,9078.0,7003.0,0.44,-1968.0,44.0,409.0,4581.0,0.15,3879.0,15.17,0.1
2015-03-01,27392.0,19498.0,7894.0,0.29,283.0,579.0,1195.0,6403.0,0.14,5476.0,21.92,0.14
2016-03-01,28487.0,20313.0,8174.0,0.29,-42.0,523.0,1038.0,6571.0,0.14,5658.0,18.89,0.05
2017-03-01,31578.0,21476.0,10102.0,0.32,610.0,400.0,1265.0,9048.0,0.13,7846.0,29.03,0.12
2018-03-01,26489.0,20858.0,5631.0,0.21,-135.0,518.0,1500.0,3479.0,0.26,2542.0,8.73,0.23
2019-03-01,29066.0,22689.0,6377.0,0.22,-258.0,555.0,1753.0,3810.0,0.16,3208.0,11.11,0.25
2020-03-01,32838.0,25855.0,6983.0,0.21,382.0,303.0,2053.0,5010.0,0.16,4172.0,15.69,0.25
2021-03-01,33498.0,25028.0,8470.0,0.25,-3449.0,141.0,2080.0,2799.0,0.18,2272.0,12.1,0.62
2022-03-01,38654.0,28397.0,10258.0,0.27,-3505.0,127.0,2144.0,4481.0,0.24,3389.0,13.64,0.73
2023-03-01,43886.0,32235.0,11650.0,0.27,459.0,172.0,2529.0,9408.0,0.09,8513.0,35.32,0.33
2024-03-01,48497.0,35479.0,13018.0,0.27,865.0,238.0,2557.0,11088.0,0.13,9610.0,39.91,0.34
2025-03-01,52578.0,37464.0,15114.0,0.29,1444.0,231.0,2575.0,13752.0,0.2,10965.0,45.55,0.35
TTM,54964.0,38410.0,16554.0,0.3,517.0,275.0,2724.0,14071.0,0.0,10485.0,43.56,0.0
