date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,44542.0,39232.0,5310.0,0.12,724.0,184.0,2116.0,3734.0,0.24,2854.0,94.44,0.13
2015-03-01,50801.0,43909.0,6892.0,0.14,817.0,218.0,2515.0,4976.0,0.24,3809.0,126.04,0.2
2016-03-01,57589.0,48565.0,9024.0,0.16,1464.0,82.0,2822.0,7585.0,0.28,5497.0,181.98,0.19
2017-03-01,68085.0,57664.0,10421.0,0.15,2399.0,89.0,2604.0,10127.0,0.26,7511.0,248.61,0.3
2018-03-01,79809.0,67692.0,12118.0,0.15,2155.0,346.0,2760.0,11167.0,0.29,7881.0,260.86,0.31
2019-03-01,86068.0,75012.0,11056.0,0.13,2664.0,76.0,3021.0,10624.0,0.28,7651.0,253.21,0.32
2020-03-01,75660.0,68305.0,7355.0,0.1,3410.0,134.0,3528.0,7103.0,0.2,5678.0,187.9,0.32
2021-03-01,70372.0,64961.0,5411.0,0.08,3046.0,102.0,3034.0,5321.0,0.18,4389.0,145.3,0.31
2022-03-01,88330.0,82578.0,5752.0,0.07,1861.0,127.0,2789.0,4697.0,0.17,3880.0,128.43,0.47
2023-03-01,117571.0,106542.0,11029.0,0.09,2307.0,187.0,2826.0,10323.0,0.2,8211.0,271.82,0.33
2024-03-01,141858.0,123232.0,18626.0,0.13,4248.0,194.0,5256.0,17424.0,0.23,13488.0,429.01,0.29
2025-03-01,152913.0,132689.0,20224.0,0.13,5199.0,194.0,5608.0,19620.0,0.26,14500.0,461.2,0.29
TTM,160634.0,141005.0,19629.0,0.12,5645.0,198.0,6150.0,18926.0,0.0,14779.0,470.08,0.0
