date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,264421.0,255007.0,9414.0,0.04,1344.0,1982.0,2611.0,6166.0,0.34,4053.0,9.01,0.31
2015-03-01,242598.0,232818.0,9780.0,0.04,2117.0,1180.0,3027.0,7690.0,0.34,5082.0,11.08,0.34
2016-03-01,187815.0,174844.0,12971.0,0.07,1913.0,680.0,2072.0,12132.0,0.33,8089.0,18.64,0.25
2017-03-01,201251.0,187468.0,13783.0,0.07,2721.0,696.0,2108.0,13700.0,0.31,9507.0,20.1,0.49
2018-03-01,235895.0,220578.0,15317.0,0.06,2927.0,1186.0,2885.0,14174.0,0.31,9792.0,20.76,0.46
2019-03-01,298226.0,283113.0,15112.0,0.05,2975.0,1764.0,3418.0,12905.0,0.34,8528.0,17.98,0.48
2020-03-01,284572.0,275597.0,8975.0,0.03,1393.0,2637.0,4080.0,3652.0,-0.0,3666.0,7.04,1.06
2021-03-01,230171.0,209170.0,21001.0,0.09,7489.0,1723.0,4334.0,22432.0,0.23,17320.0,37.26,1.02
2022-03-01,346791.0,327654.0,19137.0,0.06,4939.0,2606.0,5434.0,16037.0,0.27,11682.0,26.93,0.29
2023-03-01,473187.0,462288.0,10899.0,0.02,2036.0,3745.0,6369.0,2821.0,0.24,2131.0,4.91,0.4
2024-03-01,448083.0,404001.0,44082.0,0.1,3032.0,4149.0,6771.0,36194.0,0.26,26859.0,61.91,0.33
2025-03-01,440272.0,414870.0,25401.0,0.06,3629.0,3591.0,7257.0,18182.0,0.27,13337.0,30.74,0.32
TTM,447757.0,408895.0,38862.0,0.09,4963.0,3167.0,7808.0,32850.0,0.0,24611.0,56.72,0.0
