date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,50133.0,36743.0,13390.0,0.27,2664.0,9.0,1317.0,14728.0,0.28,10656.0,23.31,0.34
2015-03-01,53319.0,38436.0,14883.0,0.28,3430.0,12.0,1017.0,17284.0,0.28,12372.0,26.93,0.55
2016-03-01,62441.0,45362.0,17079.0,0.27,3120.0,0.0,1459.0,18740.0,0.28,13489.0,29.36,0.41
2017-03-01,68484.0,49880.0,18604.0,0.27,3050.0,0.0,1703.0,19951.0,0.28,14353.0,31.24,0.41
2018-03-01,70522.0,51700.0,18822.0,0.27,3311.0,0.0,1863.0,20270.0,0.21,16029.0,36.69,0.59
2019-03-01,82675.0,62505.0,20170.0,0.24,2882.0,0.0,2011.0,21041.0,0.27,15410.0,35.26,0.6
2020-03-01,90791.0,68524.0,22267.0,0.25,2803.0,170.0,2893.0,22007.0,0.24,16639.0,38.96,0.45
2021-03-01,100472.0,72583.0,27889.0,0.28,2201.0,195.0,3267.0,26628.0,0.27,19423.0,45.42,0.59
2022-03-01,121641.0,90150.0,31491.0,0.26,2295.0,200.0,3476.0,30110.0,0.26,22146.0,52.56,0.59
2023-03-01,146767.0,111637.0,35130.0,0.24,2701.0,284.0,4225.0,33322.0,0.28,24108.0,58.08,0.58
2024-03-01,153670.0,117245.0,36425.0,0.24,4711.0,470.0,4678.0,35988.0,0.27,26248.0,63.2,0.73
2025-03-01,162990.0,123754.0,39236.0,0.24,3600.0,416.0,4812.0,37608.0,0.29,26750.0,64.32,0.67
TTM,173173.0,132187.0,40986.0,0.24,3064.0,413.0,4776.0,38861.0,0.0,28003.0,67.73,0.0
