date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,174121.0,124991.0,49130.0,0.28,7170.0,624.0,16262.0,39413.0,0.32,26665.0,20.65,0.31
2015-03-01,160923.0,118610.0,42312.0,0.26,5955.0,2864.0,18033.0,27370.0,0.35,17703.0,14.29,0.44
2016-03-01,124036.0,84901.0,39135.0,0.32,1067.0,3766.0,16384.0,20052.0,0.35,13102.0,10.03,0.56
2017-03-01,282506.0,229702.0,52804.0,0.19,12724.0,3591.0,20219.0,41718.0,0.3,29169.0,19.03,0.4
2018-03-01,322706.0,265817.0,56889.0,0.18,10429.0,4999.0,23112.0,39208.0,0.34,26068.0,17.23,0.38
2019-03-01,421624.0,346805.0,74819.0,0.18,9567.0,5837.0,23704.0,54846.0,0.38,33938.0,24.28,0.29
2020-03-01,396728.0,344623.0,52105.0,0.13,982.0,7489.0,26635.0,18962.0,0.4,11456.0,8.59,0.58
2021-03-01,303849.0,254375.0,49473.0,0.16,11271.0,5079.0,25538.0,30126.0,0.29,21360.0,12.96,0.28
2022-03-01,491246.0,411373.0,79874.0,0.16,6797.0,5696.0,26883.0,54091.0,0.09,49294.0,36.19,0.29
2023-03-01,632291.0,556764.0,75527.0,0.12,-30.0,7889.0,24557.0,43051.0,0.24,32778.0,28.17,0.4
2024-03-01,601581.0,499198.0,102383.0,0.17,14712.0,13026.0,30440.0,73629.0,0.25,55273.0,39.06,0.31
2025-03-01,612065.0,523205.0,88861.0,0.15,13278.0,14535.0,35206.0,52398.0,0.27,38329.0,28.8,0.43
TTM,657928.0,559364.0,98563.0,0.15,11878.0,13922.0,37198.0,59321.0,0.0,42809.0,29.03,0.0
