date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2017-03-01,18580.0,16362.0,2219.0,0.12,789.0,406.0,457.0,2144.0,0.23,1659.0,45.9,0.74
2018-03-01,23021.0,19991.0,3030.0,0.13,947.0,413.0,437.0,3127.0,0.28,2242.0,58.33,0.1
2019-03-01,28497.0,28646.0,-149.0,-0.01,1325.0,563.0,760.0,-147.0,-2.07,157.0,4.09,1.22
2020-03-01,35756.0,31666.0,4090.0,0.11,1531.0,1902.0,3974.0,-256.0,-0.09,-234.0,-6.07,0.0
2021-03-01,14641.0,14626.0,14.0,0.0,1037.0,2170.0,4699.0,-5818.0,-0.0,-5806.0,-150.85,0.0
2022-03-01,25931.0,25356.0,575.0,0.02,726.0,2386.0,5069.0,-6154.0,0.0,-6162.0,-159.94,0.0
2023-03-01,54446.0,47915.0,6531.0,0.12,1435.0,3168.0,5103.0,-304.0,0.0,-306.0,-7.93,0.0
2024-03-01,68904.0,52548.0,16356.0,0.24,2327.0,4208.0,6426.0,8049.0,-0.02,8172.0,211.73,0.0
2025-03-01,80803.0,62701.0,18102.0,0.22,3295.0,5124.0,8680.0,7593.0,0.04,7258.0,187.84,0.05
TTM,84675.0,67413.0,17263.0,0.2,2558.0,5780.0,10480.0,3561.0,0.0,3211.0,83.12,0.0
