date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,20137.0,15974.0,4163.0,0.21,674.0,1.0,181.0,4655.0,0.31,3380.0,116.82,0.43
2015-03-01,21595.0,17467.0,4128.0,0.19,228.0,6.0,267.0,4083.0,0.31,3026.0,104.56,0.48
2016-03-01,22574.0,17781.0,4793.0,0.21,1194.0,1.0,307.0,5679.0,0.28,4061.0,140.35,0.39
2017-03-01,21755.0,17326.0,4429.0,0.2,1468.0,1.0,307.0,5588.0,0.27,4079.0,140.98,0.39
2018-03-01,25210.0,20364.0,4846.0,0.19,1404.0,1.0,315.0,5933.0,0.29,4219.0,145.8,0.41
2019-03-01,30358.0,25160.0,5198.0,0.17,2028.0,4.0,266.0,6956.0,0.29,4928.0,170.29,0.35
2020-03-01,29919.0,24809.0,5109.0,0.17,1832.0,3.0,246.0,6692.0,0.22,5212.0,180.11,0.67
2021-03-01,27741.0,22803.0,4938.0,0.18,1570.0,7.0,259.0,6241.0,0.22,4857.0,167.85,0.83
2022-03-01,33145.0,27886.0,5259.0,0.16,2671.0,9.0,270.0,7652.0,0.19,6166.0,213.08,0.66
2023-03-01,36455.0,29991.0,6465.0,0.18,1703.0,40.0,286.0,7842.0,0.23,6060.0,214.17,0.65
2024-03-01,44870.0,36106.0,8765.0,0.2,1700.0,60.0,365.0,10040.0,0.23,7708.0,276.1,0.29
2025-03-01,50995.0,41440.0,9555.0,0.19,1472.0,389.0,414.0,10224.0,0.28,7325.0,262.29,0.8
TTM,57719.0,46010.0,11709.0,0.2,1836.0,971.0,475.0,12100.0,0.0,8884.0,318.04,0.0
