date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,51220.0,42051.0,9169.0,0.18,-1630.0,3048.0,3183.0,1308.0,0.7,402.0,1.87,0.74
2015-03-01,52972.0,43608.0,9364.0,0.18,103.0,3493.0,3434.0,2539.0,0.32,1722.0,7.43,0.19
2016-03-01,41546.0,35124.0,6422.0,0.15,-1966.0,3601.0,3323.0,-2468.0,-0.8,-481.0,-1.39,-0.67
2017-03-01,55604.0,43296.0,12308.0,0.22,18.0,3768.0,3430.0,5128.0,0.33,3467.0,14.57,0.19
2018-03-01,71933.0,57017.0,14916.0,0.21,-177.0,3701.0,3387.0,7651.0,0.2,6113.0,25.71,0.16
2019-03-01,84757.0,65827.0,18930.0,0.22,196.0,3917.0,4041.0,11168.0,0.33,7524.0,31.6,0.16
2020-03-01,73326.0,61513.0,11813.0,0.16,-289.0,4265.0,4246.0,3013.0,-0.3,3919.0,16.67,0.15
2021-03-01,79839.0,59661.0,20178.0,0.25,473.0,3957.0,4679.0,12015.0,0.34,7873.0,32.73,0.25
2022-03-01,146371.0,107257.0,39114.0,0.27,1600.0,4968.0,6001.0,29745.0,0.3,20938.0,85.49,0.25
2023-03-01,165960.0,147490.0,18470.0,0.11,1561.0,6902.0,7474.0,5655.0,0.27,4139.0,17.14,0.25
2024-03-01,175006.0,146849.0,28157.0,0.16,1500.0,8105.0,8172.0,13380.0,0.33,8973.0,36.03,0.25
2025-03-01,168824.0,146099.0,22725.0,0.13,73.0,8412.0,9309.0,5077.0,0.31,3491.0,14.33,0.24
TTM,179109.0,152092.0,27017.0,0.15,564.0,9028.0,9950.0,8603.0,0.0,7766.0,30.47,0.0
