date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,85864.0,59352.0,26512.0,0.31,2881.0,5879.0,15650.0,7864.0,0.62,3019.0,5.04,0.26
2015-03-01,96101.0,62499.0,33602.0,0.35,1243.0,4446.0,19858.0,10540.0,0.52,5048.0,8.41,0.33
2016-03-01,96532.0,62548.0,33984.0,0.35,4858.0,8546.0,17450.0,12846.0,0.46,6893.0,11.05,0.09
2017-03-01,95468.0,60138.0,35330.0,0.37,1713.0,9547.0,19773.0,7723.0,0.45,4241.0,6.91,0.11
2018-03-01,82639.0,52560.0,30079.0,0.36,1756.0,9326.0,19243.0,3267.0,0.33,2184.0,2.0,1.94
2019-03-01,80780.0,55016.0,25764.0,0.32,4474.0,10622.0,21348.0,-1732.0,-1.97,1688.0,0.74,2.44
2020-03-01,87539.0,50930.0,36610.0,0.42,-37775.0,13992.0,27690.0,-42846.0,-0.28,-30664.0,-55.06,-0.03
2021-03-01,100616.0,55337.0,45279.0,0.45,-4215.0,15091.0,29404.0,-3432.0,2.6,-12364.0,-25.63,0.0
2022-03-01,116547.0,59013.0,57534.0,0.49,4656.0,16616.0,33091.0,12483.0,0.33,8305.0,7.23,0.39
2023-03-01,139145.0,67871.0,71274.0,0.51,1019.0,19300.0,36432.0,16561.0,0.26,12287.0,14.97,0.27
2024-03-01,149982.0,72090.0,77893.0,0.52,-3028.0,22648.0,39538.0,12679.0,0.32,8558.0,13.2,0.62
2025-03-01,172985.0,87925.0,85060.0,0.49,20662.0,21754.0,45570.0,38398.0,0.02,37481.0,58.85,0.28
TTM,203466.0,88274.0,115192.0,0.57,2366.0,21452.0,51393.0,44712.0,0.0,37051.0,53.3,0.0
