date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,20730.0,16695.0,4035.0,0.19,322.0,361.0,1139.0,2858.0,0.23,2213.0,80.44,0.11
2015-03-01,23306.0,18881.0,4425.0,0.19,350.0,587.0,1203.0,2986.0,0.3,2102.0,76.47,0.12
2016-03-01,25153.0,20252.0,4901.0,0.19,464.0,566.0,1377.0,3421.0,0.28,2480.0,90.3,0.11
2017-03-01,25375.0,20162.0,5212.0,0.21,648.0,640.0,1348.0,3872.0,0.3,2714.0,98.9,0.1
2018-03-01,30979.0,24834.0,6145.0,0.2,242.0,1238.0,1848.0,3301.0,0.33,2224.0,80.92,0.13
2019-03-01,41462.0,34115.0,7347.0,0.18,350.0,1778.0,2451.0,3468.0,0.31,2400.0,87.51,0.13
2020-03-01,42430.0,33184.0,9246.0,0.22,651.0,1992.0,2723.0,5183.0,-0.11,5751.0,199.4,0.07
2021-03-01,44726.0,33158.0,11568.0,0.26,619.0,1486.0,2700.0,8001.0,0.32,5462.0,189.26,0.2
2022-03-01,52599.0,41084.0,11514.0,0.22,669.0,945.0,2715.0,8524.0,0.14,7334.0,254.42,0.15
2023-03-01,63240.0,52620.0,10620.0,0.17,507.0,823.0,2888.0,7416.0,0.32,5073.0,175.41,0.22
2024-03-01,70908.0,57930.0,12979.0,0.18,557.0,968.0,3145.0,9422.0,0.26,7004.0,242.65,0.29
2025-03-01,75955.0,63158.0,12797.0,0.17,397.0,1651.0,4015.0,7528.0,0.2,6040.0,204.94,0.38
TTM,85775.0,69762.0,16013.0,0.19,455.0,1860.0,4561.0,10047.0,0.0,7663.0,260.11,0.0
