date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,DividendPayout%
2014-03-01,81809.0,56657.0,25153.0,0.31,1637.0,39.0,1349.0,25402.0,0.24,19332.0,48.92,0.33
2015-03-01,94648.0,70167.0,24482.0,0.26,3720.0,104.0,1799.0,26298.0,0.24,20060.0,50.68,0.78
2016-03-01,108646.0,77969.0,30677.0,0.28,3084.0,33.0,1888.0,31840.0,0.24,24338.0,61.58,0.35
2017-03-01,117966.0,85655.0,32311.0,0.27,4221.0,32.0,1987.0,34513.0,0.24,26357.0,66.71,0.35
2018-03-01,123104.0,90588.0,32516.0,0.26,3642.0,52.0,2014.0,34092.0,0.24,25880.0,67.46,0.37
2019-03-01,146463.0,106957.0,39506.0,0.27,4311.0,198.0,2056.0,41563.0,0.24,31562.0,83.87,0.36
2020-03-01,156949.0,114840.0,42109.0,0.27,4592.0,924.0,3529.0,42248.0,0.23,32447.0,86.19,0.85
2021-03-01,164177.0,117631.0,46546.0,0.28,1916.0,637.0,4065.0,43760.0,0.26,32562.0,87.67,0.43
2022-03-01,191754.0,138697.0,53057.0,0.28,4018.0,784.0,4604.0,51687.0,0.26,38449.0,104.75,0.41
2023-03-01,225458.0,166199.0,59259.0,0.26,3449.0,779.0,5022.0,56907.0,0.26,42303.0,115.19,1.0
2024-03-01,240893.0,176597.0,64296.0,0.27,3464.0,778.0,4985.0,61997.0,0.26,46099.0,126.88,0.58
2025-03-01,255324.0,187917.0,67407.0,0.26,3962.0,796.0,5242.0,65331.0,0.25,48797.0,134.2,0.94
TTM,260802.0,190700.0,70102.0,0.27,147.0,1189.0,5533.0,63527.0,0.0,47963.0,131.88,0.0
