date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.7331,0.16899999999999998,0.0536,0.0005,0.0438,637799.0
2018-03-01,0.7192000000000001,0.16879999999999998,0.0693,0.0005,0.042199999999999994,550651.0
2019-03-01,0.7204999999999999,0.158,0.07780000000000001,0.0005,0.0432,723894.0
2020-03-01,0.7204999999999999,0.1574,0.08,0.0006,0.0414,858825.0
2021-03-01,0.7219,0.1562,0.0783,0.0006,0.0431,1058901.0
2022-03-01,0.723,0.14150000000000001,0.0781,0.0004,0.057,2474310.0
2023-03-01,0.723,0.1272,0.0958,0.0005,0.0536,2499384.0
2024-03-01,0.7177,0.127,0.1061,0.0006,0.048600000000000004,2203209.0
2025-03-01,0.7177,0.1204,0.1149,0.0006,0.0463,2115093.0
2025-12-01,0.7177,0.10369999999999999,0.1281,0.0006,0.049800000000000004,2332275.0
