date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.5206000000000001,0.1967,0.0892,0.0,0.1935,60960.0
2018-03-01,0.5206000000000001,0.18969999999999998,0.1097,0.0031,0.1769,67815.0
2019-03-01,0.5206000000000001,0.1938,0.1032,0.0037,0.1787,67723.0
2020-03-01,0.28059999999999996,0.2091,0.1114,0.004699999999999999,0.3942,73723.0
2021-03-01,0.28059999999999996,0.2134,0.1264,0.0,0.3796,149574.0
2022-03-01,0.28059999999999996,0.18100000000000002,0.11380000000000001,0.0,0.42460000000000003,542133.0
2023-03-01,0.28059999999999996,0.3619,0.09210000000000002,0.0,0.2655,471435.0
2024-03-01,0.3286,0.2446,0.1536,0.0,0.2733,563871.0
2025-03-01,0.3286,0.2071,0.1459,0.0,0.3186,862059.0
2025-12-01,0.3286,0.17370000000000002,0.17120000000000002,0.0,0.32630000000000003,820460.0
