date,Promoters ,FIIs ,DIIs ,Government ,Public ,Others ,No.ofShareholders
2017-03-01,0.5279,0.1807,0.076,0.0011,0.2143,0.0,202914.0
2018-03-01,0.5279,0.1508,0.1176,0.0009,0.2027,0.0,185307.0
2019-03-01,0.5279,0.16329999999999997,0.0951,0.0005,0.2132,0.0,211792.0
2020-03-01,0.5279,0.1721,0.0981,0.0014000000000000002,0.2004,0.0,300307.0
2021-03-01,0.5279,0.20379999999999998,0.0727,0.0008,0.1948,0.0,499185.0
2022-03-01,0.5263,0.1945,0.0757,0.0004,0.2029,0.0002,946876.0
2023-03-01,0.5263,0.1702,0.09960000000000001,0.0005,0.2032,0.0004,1082650.0
2024-03-01,0.5263,0.1589,0.1161,0.0006,0.1978,0.0004,1105326.0
2025-03-01,0.5263,0.1223,0.1551,0.0006,0.19510000000000002,0.0005,1213836.0
2025-12-01,0.5263,0.1278,0.2108,0.0007000000000000001,0.13369999999999999,0.0006,1000999.0
