date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.579,0.2672,0.0848,0.0,0.0691,671277.0
2018-03-01,0.5690999999999999,0.21309999999999998,0.1577,0.0,0.0601,598244.0
2019-03-01,0.5537,0.2551,0.1458,0.0,0.0455,562363.0
2020-03-01,0.5134000000000001,0.2702,0.16649999999999998,0.0,0.0499,556321.0
2021-03-01,0.5134000000000001,0.2839,0.1377,0.0,0.065,591585.0
2022-03-01,0.5134000000000001,0.29350000000000004,0.1602,0.0,0.0329,804152.0
2023-03-01,0.5134000000000001,0.32299999999999995,0.13390000000000002,0.0,0.029900000000000003,802619.0
2024-03-01,0.5134000000000001,0.2982,0.15259999999999999,0.0,0.0358,1100850.0
2025-03-01,0.5134000000000001,0.26789999999999997,0.183,0.0006,0.0352,1383986.0
2025-12-01,0.5134000000000001,0.2473,0.20190000000000002,0.0007000000000000001,0.036699999999999997,1374801.0
