date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.37479999999999997,0.20199999999999999,0.1585,0.0,0.2647,220759.0
2018-03-01,0.3721,0.2418,0.1392,0.0,0.2469,201096.0
2019-03-01,0.36700000000000005,0.2663,0.1418,0.0,0.2249,213139.0
2020-03-01,0.3668,0.17980000000000002,0.2263,0.0,0.2271,242910.0
2021-03-01,0.36729999999999996,0.23260000000000003,0.17170000000000002,0.0,0.2284,364796.0
2022-03-01,0.33630000000000004,0.26649999999999996,0.21989999999999998,0.0,0.1773,418584.0
2023-03-01,0.33549999999999996,0.2742,0.2183,0.0021,0.1699,475293.0
2024-03-01,0.3346,0.2582,0.2415,0.0021,0.1636,436154.0
2025-03-01,0.292,0.26280000000000003,0.2789,0.0026,0.1636,543420.0
2025-12-01,0.2922,0.23929999999999998,0.3045,0.0027,0.1612,540521.0
