date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.3464,0.4268,0.12480000000000001,0.0,0.102,100252.0
2018-03-01,0.34630000000000005,0.4192,0.1202,0.0,0.1143,100261.0
2019-03-01,0.34630000000000005,0.38189999999999996,0.16079999999999997,0.0,0.111,142221.0
2020-03-01,0.34630000000000005,0.3427,0.1989,0.0,0.1121,172845.0
2021-03-01,0.34759999999999996,0.37189999999999995,0.1868,0.0,0.09369999999999999,210827.0
2022-03-01,0.3475,0.2922,0.24239999999999998,0.0,0.11789999999999999,404056.0
2023-03-01,0.3478,0.2701,0.2786,0.0,0.1036,333054.0
2024-03-01,0.34759999999999996,0.2893,0.2776,0.0,0.0855,292828.0
2025-03-01,0.34740000000000004,0.2743,0.2789,0.0001,0.09910000000000001,947407.0
2025-12-01,0.34729999999999994,0.2943,0.26280000000000003,0.0008,0.09480000000000001,872499.0
