date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.6275999999999999,0.1252,0.07429999999999999,0.0009,0.172,77198.0
2018-03-01,0.6275999999999999,0.11939999999999999,0.0816,0.0009,0.1704,70849.0
2019-03-01,0.6275999999999999,0.1255,0.07690000000000001,0.0007000000000000001,0.1693,90994.0
2020-03-01,0.6275999999999999,0.11810000000000001,0.09119999999999999,0.0007000000000000001,0.1624,116557.0
2021-03-01,0.6275999999999999,0.1229,0.0795,0.0,0.1699,171537.0
2022-03-01,0.6275999999999999,0.1201,0.086,0.0,0.16620000000000001,192094.0
2023-03-01,0.6275999999999999,0.1206,0.0919,0.0,0.15990000000000001,187365.0
2024-03-01,0.6275999999999999,0.121,0.09,0.0,0.16140000000000002,410144.0
2025-03-01,0.6275999999999999,0.1002,0.113,0.0,0.159,538165.0
2025-12-01,0.6275999999999999,0.0981,0.121,0.0,0.1531,506673.0
