date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.5058,0.3245,0.0403,0.0,0.1294,81872.0
2018-03-01,0.5049,0.3097,0.059000000000000004,0.0003,0.1261,93341.0
2019-03-01,0.4932,0.3249,0.0455,0.0011,0.1353,117136.0
2020-03-01,0.4928,0.2771,0.1112,0.0015,0.1175,109899.0
2021-03-01,0.49229999999999996,0.29059999999999997,0.0908,0.0015,0.1249,252014.0
2022-03-01,0.4921,0.2922,0.09949999999999999,0.001,0.1152,263479.0
2023-03-01,0.49200000000000005,0.2863,0.1119,0.001,0.10880000000000001,266168.0
2024-03-01,0.4914,0.2895,0.1104,0.001,0.10769999999999999,263132.0
2025-03-01,0.49079999999999996,0.2502,0.1655,0.001,0.0926,249483.0
2025-12-01,0.49060000000000004,0.2701,0.1464,0.001,0.0919,260429.0
