date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.3435,0.46869999999999995,0.0433,0.0023,0.1421,7513.0
2018-03-01,0.3439,0.4854,0.0805,0.0023,0.08779999999999999,44050.0
2019-03-01,0.344,0.44270000000000004,0.129,0.0023,0.08199999999999999,44821.0
2020-03-01,0.3081,0.4692,0.1478,0.0023,0.0725,60310.0
2021-03-01,0.2982,0.5451,0.0925,0.0023,0.062,67091.0
2022-03-01,0.2933,0.5081,0.1293,0.0023,0.067,126226.0
2023-03-01,0.2933,0.4696,0.1776,0.0023,0.0572,131937.0
2024-03-01,0.2933,0.45630000000000004,0.1955,0.0023,0.0526,130664.0
2025-03-01,0.2934,0.4274,0.2229,0.0023,0.0541,134058.0
2025-12-01,0.2802,0.4354,0.215,0.0023,0.06709999999999999,178648.0
