date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.3135,0.1411,0.3062,0.0001,0.2391,844429.0
2018-03-01,0.3321,0.1855,0.2666,0.0007000000000000001,0.2151,781392.0
2019-03-01,0.3312,0.146,0.29059999999999997,0.0011,0.2311,809578.0
2020-03-01,0.34409999999999996,0.12390000000000001,0.2966,0.0022,0.2332,896919.0
2021-03-01,0.34409999999999996,0.1856,0.2516,0.0025,0.2162,873198.0
2022-03-01,0.3392,0.22870000000000001,0.2041,0.001,0.22699999999999998,1587315.0
2023-03-01,0.33899999999999997,0.20620000000000002,0.20679999999999998,0.0016,0.2463,3644090.0
2024-03-01,0.3319,0.1961,0.2351,0.0016,0.2352,4717442.0
2025-03-01,0.3319,0.18289999999999998,0.24480000000000002,0.0018,0.2384,6025709.0
2025-12-01,0.3319,0.17489999999999997,0.2698,0.0018,0.2214,5359971.0
