date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.8588,0.0642,0.016399999999999998,0.0,0.060599999999999994,59454.0
2018-03-01,0.7493000000000001,0.1264,0.0753,0.0,0.0489,66936.0
2019-03-01,0.7493000000000001,0.14980000000000002,0.051399999999999994,0.0,0.0495,65095.0
2020-03-01,0.7486,0.1359,0.0917,0.0,0.0239,61635.0
2021-03-01,0.7484000000000001,0.1834,0.048,0.0,0.0202,82422.0
2022-03-01,0.7476999999999999,0.177,0.0548,0.0,0.020499999999999997,111409.0
2023-03-01,0.6786,0.1943,0.1043,0.0007000000000000001,0.0219,106266.0
2024-03-01,0.5729,0.2366,0.1503,0.0007000000000000001,0.0395,170059.0
2025-03-01,0.4927,0.25120000000000003,0.2066,0.0007000000000000001,0.048799999999999996,289444.0
2025-12-01,0.4157,0.24989999999999998,0.2808,0.0004,0.053099999999999994,387056.0
