date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.613,0.2325,0.10339999999999999,0.0005,0.0506,295076.0
2018-03-01,0.6627,0.1802,0.1217,0.0007000000000000001,0.0347,263300.0
2019-03-01,0.623,0.2182,0.12539999999999998,0.0008,0.0326,251109.0
2020-03-01,0.6279,0.1753,0.16620000000000001,0.0008,0.0298,264916.0
2021-03-01,0.6374,0.179,0.1483,0.0007000000000000001,0.0346,405940.0
2022-03-01,0.6555,0.1426,0.1532,0.0003,0.0484,626791.0
2023-03-01,0.6103000000000001,0.17989999999999998,0.13019999999999998,0.0,0.0795,1098596.0
2024-03-01,0.6589,0.14980000000000002,0.1184,0.0,0.073,991001.0
2025-03-01,0.6589,0.1343,0.14730000000000001,0.0,0.0594,1262911.0
2025-12-01,0.6801999999999999,0.131,0.1389,0.0,0.0499,1122537.0
