date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.6807,0.0629,0.11960000000000001,0.0,0.1368,629625.0
2018-03-01,0.6772,0.0547,0.1325,0.0,0.13570000000000002,629224.0
2019-03-01,0.6425,0.0647,0.1573,0.0,0.1355,629594.0
2020-03-01,0.6041,0.0762,0.1787,0.0,0.141,867077.0
2021-03-01,0.6041,0.0808,0.1748,0.0,0.14029999999999998,1161502.0
2022-03-01,0.5891,0.09910000000000001,0.1636,0.0,0.1482,1362794.0
2023-03-01,0.5889,0.0797,0.19870000000000002,0.10300000000000001,0.0294,1548726.0
2024-03-01,0.5889,0.0888,0.1888,0.10300000000000001,0.0305,1790074.0
2025-03-01,0.5889,0.0711,0.1993,0.10300000000000001,0.037599999999999995,3030759.0
2025-12-01,0.5889,0.07429999999999999,0.19690000000000002,0.10300000000000001,0.0369,2856489.0
