date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.35719999999999996,0.15710000000000002,0.19219999999999998,0.0,0.29350000000000004,181389.0
2018-03-01,0.35509999999999997,0.2115,0.1566,0.0,0.2767,195271.0
2019-03-01,0.34450000000000003,0.25370000000000004,0.1367,0.0,0.265,203274.0
2020-03-01,0.3469,0.17079999999999998,0.218,0.0001,0.2642,359879.0
2021-03-01,0.3471,0.25239999999999996,0.1255,0.0001,0.2748,581949.0
2022-03-01,0.3472,0.2536,0.1371,0.0001,0.262,800704.0
2023-03-01,0.3444,0.2504,0.1585,0.0001,0.2465,819034.0
2024-03-01,0.33549999999999996,0.2546,0.1739,0.0001,0.23579999999999998,887335.0
2025-03-01,0.33840000000000003,0.21539999999999998,0.21960000000000002,0.0001,0.2266,920960.0
2025-12-01,0.33840000000000003,0.2118,0.2346,0.0001,0.2148,824162.0
