date,Promoters ,FIIs ,DIIs ,Government ,Public ,No.ofShareholders
2017-03-01,0.672,0.1326,0.056600000000000004,0.0,0.1388,332275.0
2018-03-01,0.6718999999999999,0.12560000000000002,0.06849999999999999,0.0,0.13390000000000002,310063.0
2019-03-01,0.6718999999999999,0.1183,0.0703,0.0,0.13949999999999999,378368.0
2020-03-01,0.6718000000000001,0.121,0.0667,0.0,0.1405,459182.0
2021-03-01,0.619,0.1495,0.10679999999999999,0.0,0.1247,769663.0
2022-03-01,0.619,0.1366,0.1161,0.0,0.1283,1361506.0
2023-03-01,0.619,0.1436,0.1151,0.0004,0.1217,1127982.0
2024-03-01,0.619,0.1267,0.1321,0.0004,0.1219,1205416.0
2025-03-01,0.619,0.10619999999999999,0.1548,0.0007000000000000001,0.1193,1233438.0
2025-12-01,0.619,0.10710000000000001,0.1568,0.0007000000000000001,0.1164,1112713.0
